status,company,contaminant,cause,sitelocationname,spillareahabitat,statesaffected,incident_year,incident_month
0,66,17,0,9527,44,43,2010.0,12.0
0,34,17,11,4996,16,5,2011.0,10.0
0,66,17,11,864,16,0,2011.0,6.0
0,66,17,3,804,16,33,2008.0,9.0
3,34,95,1,10126,57,43,2015.0,4.0
0,34,17,11,2697,16,33,2019.0,10.0
0,45,17,1,639,44,8,2022.0,11.0
0,66,17,11,1260,36,33,2024.0,8.0
0,61,17,11,7945,44,5,2025.0,8.0
0,66,17,11,4647,6,33,2014.0,12.0
0,30,24,0,10091,28,43,2024.0,9.0
0,66,17,11,3376,44,8,2018.0,12.0
0,34,95,1,6219,16,33,2008.0,11.0
0,58,17,11,3824,44,8,2014.0,8.0
3,34,17,11,2383,44,5,2014.0,6.0
0,63,17,11,1074,44,8,2015.0,8.0
0,30,17,2,7545,32,1,2008.0,9.0
3,16,17,1,6777,44,33,2015.0,6.0
0,7,17,11,816,44,8,2008.0,12.0
0,45,17,0,8660,44,8,2014.0,5.0
0,34,17,11,7145,16,43,2013.0,5.0
0,66,17,11,3357,16,33,2019.0,1.0
0,66,17,11,1480,16,33,2021.0,3.0
0,30,88,13,6989,32,1,2005.0,12.0
0,30,42,1,11007,32,1,2018.0,7.0
0,30,17,0,6694,32,1,2014.0,7.0
0,34,17,11,5547,44,5,2014.0,7.0
0,34,14,11,9022,16,43,2016.0,8.0
0,66,17,11,9577,57,8,2010.0,2.0
0,31,17,11,4113,16,8,2017.0,11.0
0,34,17,11,1581,16,43,2009.0,8.0
0,45,17,11,8521,42,33,2023.0,3.0
2,66,95,0,1553,16,33,2018.0,5.0
0,7,17,11,7656,44,33,2015.0,1.0
0,34,17,11,9168,23,43,2019.0,7.0
0,66,17,11,8717,16,33,2019.0,9.0
0,30,12,2,8285,32,1,2018.0,3.0
0,34,24,12,5301,44,43,2008.0,8.0
0,34,17,11,2267,44,5,2009.0,12.0
0,13,85,2,7502,32,43,2020.0,2.0
0,34,14,1,9136,16,5,2015.0,5.0
0,34,17,11,4995,16,5,2010.0,1.0
0,7,17,11,1584,44,8,2006.0,7.0
3,66,17,11,1479,23,33,2020.0,2.0
0,34,17,11,3738,16,33,2011.0,1.0
0,34,17,11,3757,16,33,2023.0,11.0
0,66,17,11,5966,16,33,2010.0,12.0
0,45,17,11,8624,16,8,2014.0,12.0
0,58,17,11,6349,16,10,2012.0,4.0
0,38,17,11,5057,44,8,2023.0,11.0
0,34,17,11,2000,44,5,2010.0,6.0
0,66,17,11,1271,16,5,2013.0,11.0
0,7,17,1,9778,16,43,2007.0,7.0
0,34,17,11,2056,44,5,2012.0,8.0
0,66,17,11,3473,16,8,2008.0,11.0
2,30,17,12,7376,32,1,2014.0,10.0
0,66,17,11,1259,16,33,2024.0,2.0
2,34,17,11,2551,44,5,2015.0,4.0
0,34,17,11,3891,16,6,2023.0,12.0
2,34,17,0,5201,44,5,2016.0,12.0
0,34,17,11,2386,44,5,2024.0,10.0
0,7,88,1,7647,32,43,2007.0,4.0
0,30,17,1,11006,32,1,2019.0,6.0
0,66,17,11,9583,16,8,2010.0,3.0
0,34,17,11,4022,16,33,2023.0,1.0
0,34,17,11,10481,36,5,2016.0,6.0
0,30,24,12,11305,32,1,2011.0,9.0
0,34,17,1,2876,44,5,2017.0,2.0
2,34,17,1,9138,44,5,2021.0,6.0
0,30,17,2,11002,32,1,2005.0,8.0
0,31,17,11,13,16,8,2023.0,9.0
0,66,17,11,387,16,8,2006.0,7.0
0,66,17,11,3370,44,8,2017.0,6.0
0,34,95,11,2686,16,33,2008.0,10.0
0,66,17,1,4725,16,33,2023.0,4.0
0,66,17,11,4709,16,33,2023.0,3.0
0,34,17,11,7343,16,43,2007.0,1.0
0,66,17,0,5641,36,8,2023.0,2.0
0,7,17,0,11117,32,43,2006.0,12.0
0,66,17,11,4692,16,33,2020.0,12.0
2,34,14,11,8935,57,33,2017.0,11.0
0,34,17,1,6372,44,5,2011.0,5.0
0,30,88,1,10842,32,1,2007.0,2.0
0,34,17,11,3629,44,5,2010.0,3.0
2,34,17,11,209,44,43,2019.0,7.0
0,34,17,11,2009,44,5,2013.0,1.0
0,30,17,1,10571,34,1,2007.0,7.0
0,52,14,11,5812,44,5,2025.0,11.0
0,30,17,13,7886,32,1,2005.0,10.0
0,58,88,11,8040,16,33,2007.0,4.0
0,66,17,11,7737,16,0,2020.0,9.0
0,34,17,11,502,44,5,2019.0,3.0
0,34,17,11,7010,16,33,2018.0,12.0
0,34,17,1,9098,16,33,2009.0,7.0
0,30,2,3,7378,32,1,2009.0,10.0
0,58,17,11,10328,16,10,2014.0,7.0
0,34,14,11,8995,16,33,2022.0,7.0
0,66,17,11,4425,44,33,2023.0,3.0
0,34,14,11,5805,44,5,2024.0,12.0
0,34,14,11,8890,16,33,2017.0,3.0
0,34,17,11,2062,44,5,2013.0,8.0
0,30,17,2,7396,32,1,2007.0,5.0
0,66,17,11,6221,16,33,2016.0,7.0
0,34,17,1,2961,44,5,2021.0,3.0
0,34,17,11,5517,44,8,2014.0,9.0
0,34,17,11,2264,44,5,2009.0,7.0
0,34,17,11,3748,44,5,2013.0,5.0
0,66,17,11,7599,32,8,2018.0,9.0
0,34,17,11,578,16,8,2010.0,5.0
0,63,17,0,9558,36,8,2025.0,2.0
0,34,14,11,9655,16,33,2018.0,11.0
0,34,17,11,1441,44,5,2021.0,3.0
0,13,88,12,7243,32,1,2016.0,1.0
3,34,17,11,2287,44,5,2015.0,4.0
0,34,17,11,7154,16,33,2013.0,6.0
0,63,17,11,5695,44,8,2023.0,7.0
0,45,17,11,8595,36,8,2014.0,10.0
3,34,17,11,8892,16,43,2018.0,5.0
0,66,17,11,994,36,5,2018.0,2.0
0,52,14,11,5927,16,33,2025.0,3.0
0,66,17,0,5303,6,33,2014.0,3.0
0,34,17,11,748,44,5,2014.0,11.0
0,45,17,11,11218,44,10,2012.0,12.0
0,34,17,11,5145,36,8,2022.0,12.0
0,30,24,3,10382,32,1,2012.0,3.0
0,66,95,11,1784,16,33,2013.0,2.0
0,34,17,12,9800,16,43,2007.0,11.0
0,66,17,11,3514,44,33,2013.0,7.0
0,34,17,11,4958,16,33,2009.0,2.0
0,34,14,11,9668,57,33,2018.0,5.0
0,23,17,0,4538,44,8,2023.0,1.0
0,70,17,12,9268,16,43,2008.0,8.0
3,34,17,11,11212,16,33,2014.0,5.0
0,34,17,11,478,44,5,2016.0,11.0
0,30,17,0,7444,32,1,2024.0,5.0
0,34,17,11,2501,44,5,2023.0,7.0
0,30,14,0,7444,32,1,2023.0,1.0
0,34,17,11,4792,16,8,2023.0,2.0
0,34,1,0,8847,16,33,2013.0,4.0
0,30,17,1,10777,32,1,2007.0,2.0
0,66,17,11,3337,44,33,2019.0,6.0
0,66,17,11,7752,16,33,2017.0,2.0
0,30,17,12,34,32,1,2008.0,9.0
0,66,17,1,385,17,8,2008.0,6.0
0,58,88,11,10286,6,8,2014.0,7.0
0,30,17,0,7813,32,1,2019.0,3.0
0,34,17,11,2767,44,5,2013.0,10.0
0,34,17,11,1913,16,33,2022.0,8.0
0,30,17,3,10902,32,1,2012.0,10.0
0,34,17,1,280,16,8,2016.0,4.0
0,70,17,11,6600,57,33,2014.0,1.0
0,66,17,1,3351,36,33,2024.0,9.0
0,34,17,11,4049,9,33,2015.0,7.0
0,34,17,11,1104,16,33,2016.0,4.0
0,66,17,11,2031,44,33,2009.0,8.0
0,34,14,11,9397,16,33,2022.0,2.0
0,34,17,1,7703,16,5,2016.0,3.0
0,58,88,11,10291,16,8,2015.0,8.0
0,23,17,11,8109,16,8,2019.0,8.0
0,34,17,0,5202,44,5,2016.0,12.0
0,66,17,11,4387,16,33,2023.0,4.0
0,34,17,11,2128,44,5,2013.0,12.0
2,34,17,11,2448,44,5,2024.0,6.0
0,38,17,11,8519,16,8,2025.0,4.0
0,34,17,11,3084,16,33,2024.0,11.0
0,30,24,12,10372,32,1,2008.0,10.0
0,16,17,11,5597,36,33,2020.0,8.0
0,63,17,11,10166,44,8,2024.0,7.0
0,66,17,0,8558,44,33,2011.0,5.0
0,66,17,11,8506,57,5,2014.0,4.0
0,34,17,11,502,57,5,2018.0,8.0
0,34,17,11,5446,44,5,2023.0,4.0
0,34,17,11,2062,44,5,2013.0,8.0
0,34,17,11,8268,16,33,2011.0,6.0
0,66,17,1,6353,44,33,2011.0,5.0
0,34,17,11,7710,16,33,2010.0,5.0
0,66,21,11,4005,16,33,2022.0,6.0
0,66,17,1,10244,44,8,2010.0,4.0
0,34,17,11,8948,16,33,2010.0,2.0
0,34,17,11,8205,16,33,2008.0,2.0
0,58,17,11,8088,16,8,2013.0,6.0
0,66,21,11,3966,44,33,2023.0,7.0
0,58,17,11,10152,16,43,2013.0,3.0
0,34,17,11,2213,44,5,2012.0,6.0
0,34,17,11,5669,44,5,2022.0,5.0
0,34,14,11,8924,16,43,2018.0,3.0
0,52,17,1,1138,16,33,2025.0,9.0
0,66,17,11,892,16,33,2012.0,11.0
0,34,17,11,2811,44,5,2013.0,11.0
0,66,17,11,5917,16,43,2020.0,1.0
0,58,17,11,1618,44,8,2014.0,8.0
0,30,17,3,10986,32,1,2012.0,8.0
0,34,17,11,94,44,5,2014.0,1.0
0,66,17,1,11129,16,8,2008.0,11.0
3,34,17,11,203,44,5,2015.0,2.0
0,34,17,11,7155,16,33,2011.0,7.0
0,34,17,1,2263,44,5,2009.0,6.0
0,66,17,11,6434,57,33,2016.0,10.0
0,34,17,11,1297,44,5,2024.0,11.0
0,34,17,1,2549,44,5,2015.0,4.0
0,66,17,12,10747,44,8,2008.0,10.0
0,34,17,11,2130,44,5,2014.0,1.0
0,7,17,12,6560,34,43,2010.0,8.0
0,34,17,11,9369,16,33,2012.0,6.0
0,34,95,11,8262,16,33,2023.0,2.0
0,34,17,11,493,44,5,2015.0,5.0
0,66,17,11,4875,16,0,2020.0,7.0
0,66,17,12,5089,6,5,2025.0,9.0
0,34,17,2,8808,44,5,2010.0,5.0
0,66,17,11,7775,16,33,2013.0,4.0
3,34,17,11,2954,44,5,2021.0,12.0
0,34,17,11,11277,16,33,2021.0,7.0
0,66,17,11,3922,16,33,2023.0,4.0
0,0,17,12,9252,32,43,2008.0,1.0
0,34,17,11,9481,16,33,2012.0,6.0
0,31,17,11,997,16,8,2020.0,2.0
0,34,17,11,357,16,33,2022.0,12.0
0,34,17,11,5386,44,5,2024.0,6.0
2,30,24,1,11171,32,43,2019.0,11.0
0,34,17,11,2791,44,5,2008.0,2.0
0,66,17,11,905,16,0,2014.0,6.0
0,34,17,11,2212,44,5,2011.0,1.0
0,34,17,11,10457,16,5,2013.0,10.0
0,66,17,11,10748,16,8,2009.0,7.0
0,58,17,11,6341,44,26,2014.0,6.0
0,72,89,1,7201,32,43,2022.0,8.0
0,30,17,0,10857,57,1,2013.0,12.0
0,34,17,11,10434,16,5,2015.0,11.0
0,66,17,11,1572,36,19,2019.0,8.0
0,34,14,11,9808,16,33,2021.0,7.0
0,13,17,1,7245,32,43,2008.0,9.0
0,45,17,1,7637,44,8,2020.0,11.0
0,30,88,12,10340,32,1,2007.0,2.0
0,34,17,11,2310,57,5,2013.0,11.0
0,34,17,11,5580,44,5,2023.0,2.0
0,34,17,11,3692,36,43,2018.0,6.0
0,66,21,11,4708,16,33,2023.0,3.0
0,30,17,0,258,16,1,2017.0,4.0
0,34,17,11,2259,44,5,2010.0,12.0
2,34,95,1,9651,16,33,2013.0,5.0
0,66,17,11,7749,16,43,2013.0,11.0
0,66,95,11,1877,44,33,2014.0,6.0
0,52,17,11,6070,16,33,2025.0,6.0
0,34,17,11,418,44,5,2013.0,1.0
0,60,17,11,5608,16,8,2021.0,2.0
0,34,17,11,8259,16,33,2023.0,4.0
0,38,17,11,5120,16,8,2024.0,1.0
0,66,17,12,8173,44,5,2010.0,6.0
0,34,17,11,3059,16,33,2023.0,12.0
0,34,17,11,9467,16,33,2007.0,1.0
0,66,17,11,4872,16,33,2021.0,7.0
0,22,17,11,5829,16,33,2024.0,4.0
0,34,14,11,9843,16,33,2021.0,7.0
0,34,17,11,3107,44,5,2020.0,10.0
0,34,17,11,1107,16,19,2019.0,1.0
0,66,17,0,9783,44,5,2014.0,3.0
3,34,17,11,2516,16,33,2022.0,7.0
0,30,17,0,7559,32,1,2005.0,12.0
0,66,24,11,7723,16,8,2011.0,12.0
0,34,17,11,3776,16,33,2023.0,4.0
0,66,14,11,9031,16,33,2017.0,11.0
0,30,17,1,11304,32,1,2015.0,2.0
0,58,17,11,3542,44,8,2012.0,7.0
0,34,17,11,9076,16,33,2013.0,9.0
0,66,17,11,3617,16,33,2024.0,5.0
0,34,17,11,10473,16,33,2012.0,7.0
0,34,17,11,5670,44,5,2020.0,1.0
0,34,17,1,8219,16,33,2011.0,9.0
0,34,17,11,9833,16,43,2006.0,8.0
0,35,17,0,5316,16,33,2018.0,7.0
0,30,24,12,25,32,1,2008.0,4.0
0,34,14,11,5175,4,33,2016.0,9.0
3,16,17,12,6739,57,43,2015.0,1.0
0,66,17,11,4592,44,33,2021.0,8.0
0,66,21,11,3354,16,33,2023.0,1.0
0,66,17,11,1671,16,33,2020.0,9.0
0,34,17,2,7162,16,43,2019.0,7.0
0,34,17,0,2376,44,43,2007.0,11.0
0,12,17,11,5630,44,10,2020.0,4.0
2,66,17,11,1235,57,33,2019.0,6.0
0,34,17,11,5939,44,5,2010.0,1.0
0,34,17,11,1296,44,43,2007.0,2.0
0,66,17,11,1811,16,19,2021.0,10.0
0,34,17,1,2950,44,5,2022.0,3.0
0,30,17,1,11149,32,1,2013.0,10.0
0,7,17,3,11217,32,43,2009.0,1.0
0,7,17,0,7932,16,43,2013.0,8.0
0,7,17,0,6945,32,43,2008.0,12.0
0,66,17,11,3171,44,33,2015.0,7.0
0,30,24,3,7836,32,1,2010.0,7.0
0,30,24,12,8730,32,1,2009.0,2.0
2,30,17,0,7888,32,1,2024.0,7.0
0,34,17,11,2341,44,5,2011.0,12.0
0,66,17,11,2028,44,33,2007.0,6.0
0,66,17,11,4767,16,33,2023.0,6.0
0,30,17,2,7477,32,1,2008.0,5.0
0,70,17,12,11116,32,27,2013.0,3.0
0,34,17,11,4849,16,33,2023.0,5.0
0,30,19,1,10845,32,1,2016.0,4.0
0,63,17,1,3491,16,8,2011.0,7.0
0,7,17,0,6113,44,8,2011.0,7.0
0,34,17,0,4806,16,43,2012.0,9.0
0,45,17,11,4385,44,8,2013.0,7.0
0,34,17,11,7336,16,43,2007.0,2.0
0,66,17,11,1507,36,43,2019.0,10.0
0,66,17,11,4913,16,33,2012.0,6.0
0,34,17,11,169,44,5,2015.0,5.0
0,66,17,11,4178,23,33,2019.0,10.0
2,34,14,11,9038,16,33,2022.0,6.0
0,34,17,11,2299,44,5,2012.0,10.0
0,70,24,12,6252,32,43,2012.0,1.0
0,7,17,12,6502,32,43,2007.0,7.0
0,12,17,7,10545,16,10,2019.0,10.0
0,34,17,1,8492,44,5,2019.0,4.0
2,66,17,11,861,16,33,2015.0,5.0
0,66,17,11,4353,44,33,2011.0,2.0
0,34,17,0,8991,16,33,2010.0,12.0
0,34,17,11,2119,44,5,2012.0,12.0
0,34,17,11,2954,44,5,2021.0,9.0
0,66,17,11,4384,44,33,2014.0,7.0
0,30,17,12,10034,32,1,2007.0,12.0
0,70,17,11,8772,16,43,2016.0,11.0
0,34,17,11,2689,16,33,2022.0,12.0
0,34,17,11,3738,16,33,2011.0,10.0
0,37,17,1,6727,6,33,2026.0,2.0
0,34,17,11,2119,44,5,2012.0,11.0
0,66,17,11,6894,16,33,2015.0,8.0
0,34,17,11,8244,16,33,2011.0,6.0
0,7,17,0,10138,44,8,2017.0,7.0
0,38,17,11,5177,36,8,2024.0,11.0
0,66,17,11,1249,16,33,2009.0,11.0
2,34,17,0,500,44,5,2020.0,9.0
0,34,17,11,1862,16,33,2023.0,4.0
3,34,14,1,11275,16,43,2015.0,4.0
0,58,17,11,3543,44,8,2012.0,7.0
0,63,17,1,10218,36,8,2022.0,11.0
0,34,17,1,6278,57,19,2008.0,9.0
0,52,17,11,3972,44,5,2025.0,6.0
0,36,17,3,8682,25,8,2014.0,6.0
0,30,17,1,10982,32,1,2007.0,10.0
0,34,17,11,11240,16,8,2007.0,6.0
0,34,17,11,4109,0,43,2005.0,6.0
0,66,17,11,4610,17,33,2017.0,12.0
0,66,17,11,4720,16,33,2011.0,4.0
0,45,17,1,8669,16,8,2015.0,5.0
0,66,17,11,1814,16,33,2022.0,11.0
0,66,17,11,4268,16,33,2009.0,10.0
0,34,17,11,9113,16,33,2009.0,6.0
0,45,17,11,8627,16,10,2018.0,11.0
0,34,17,11,2727,44,43,2013.0,10.0
0,66,17,11,1225,16,33,2008.0,8.0
0,7,17,1,6387,44,43,2008.0,3.0
0,66,17,11,3358,16,33,2023.0,1.0
0,30,24,3,8705,32,1,2008.0,4.0
0,23,17,11,4538,44,8,2018.0,5.0
0,34,17,11,2089,44,5,2013.0,10.0
0,75,14,1,11099,25,8,2007.0,7.0
0,34,17,11,5073,36,8,2017.0,12.0
0,34,17,11,3793,44,43,2006.0,2.0
0,45,17,11,7760,16,0,2023.0,7.0
0,34,17,11,779,44,43,2015.0,11.0
3,34,17,11,2803,44,5,2014.0,4.0
0,66,17,11,6450,16,33,2016.0,7.0
0,66,17,1,694,25,8,2007.0,12.0
0,45,17,11,608,44,8,2021.0,8.0
0,58,17,11,6350,16,43,2013.0,5.0
0,66,17,11,4127,36,8,2022.0,1.0
0,66,95,11,6247,44,33,2008.0,11.0
0,34,17,11,2177,44,5,2009.0,12.0
0,58,17,11,8067,16,13,2011.0,5.0
0,30,17,0,10876,32,43,2024.0,11.0
0,70,17,11,8783,23,33,2022.0,11.0
0,34,17,11,154,44,5,2010.0,2.0
0,42,17,11,9258,44,33,2025.0,2.0
0,45,17,11,365,16,8,2013.0,10.0
0,34,17,1,9595,16,43,2005.0,7.0
0,34,17,1,10454,16,5,2018.0,4.0
0,7,17,11,1065,44,8,2022.0,2.0
2,34,17,11,1105,16,43,2016.0,4.0
0,30,17,0,8439,32,1,2017.0,1.0
0,66,17,11,321,16,8,2007.0,1.0
0,38,17,2,10661,16,8,2025.0,8.0
0,58,17,11,10327,16,10,2014.0,6.0
0,34,17,1,8170,44,5,2015.0,1.0
2,34,17,11,9479,36,43,2018.0,5.0
0,34,14,11,8908,16,43,2016.0,11.0
0,66,17,11,3235,16,33,2023.0,5.0
0,34,17,1,7706,16,33,2007.0,3.0
0,34,17,11,8206,57,33,2020.0,12.0
0,66,17,11,5975,16,33,2012.0,7.0
0,6,17,11,7809,44,33,2025.0,6.0
0,34,17,11,10418,16,5,2009.0,8.0
2,34,17,1,163,44,5,2015.0,4.0
0,34,17,11,5141,16,8,2021.0,12.0
0,66,17,11,4189,16,33,2023.0,6.0
0,30,17,3,7806,32,1,2010.0,1.0
0,66,17,11,3424,16,43,2019.0,2.0
0,66,17,11,7288,16,43,2013.0,8.0
0,0,17,11,9522,44,19,2021.0,5.0
0,38,14,11,1080,16,8,2025.0,1.0
3,34,95,11,434,44,33,2014.0,5.0
0,34,17,11,2954,44,5,2021.0,9.0
0,66,17,0,9547,44,8,2012.0,10.0
0,34,14,11,350,16,33,2023.0,7.0
0,70,17,12,9249,32,43,2009.0,8.0
0,34,17,1,6611,16,43,2009.0,5.0
0,57,17,11,685,16,8,2016.0,2.0
3,34,17,11,7859,16,33,2020.0,12.0
0,34,17,11,2947,44,5,2021.0,12.0
0,66,1,11,319,16,8,2007.0,2.0
0,34,17,11,7671,16,33,2011.0,6.0
0,38,17,11,564,16,10,2026.0,3.0
0,66,17,11,7934,57,8,2011.0,9.0
0,45,17,11,5016,16,8,2013.0,11.0
3,66,17,11,6079,16,33,2019.0,8.0
0,30,95,2,11120,57,1,2016.0,10.0
0,34,17,11,2131,44,5,2014.0,1.0
0,7,21,11,2594,44,8,2023.0,2.0
0,63,17,11,9563,16,8,2012.0,1.0
0,66,95,11,3143,16,43,2021.0,7.0
0,34,17,11,10408,16,5,2019.0,8.0
0,34,17,11,6366,44,5,2016.0,4.0
0,34,17,11,8807,44,5,2019.0,6.0
0,34,14,11,8446,16,33,2022.0,11.0
0,34,17,11,6607,16,8,2012.0,12.0
0,7,17,0,8376,32,43,2007.0,10.0
0,30,17,1,7651,16,1,2006.0,10.0
3,66,17,1,8565,16,33,2015.0,7.0
0,34,17,11,2293,44,5,2014.0,8.0
0,23,17,0,4505,44,8,2022.0,4.0
0,63,17,11,3479,16,8,2024.0,4.0
0,66,17,11,4698,16,33,2023.0,6.0
0,34,17,11,10484,16,5,2018.0,7.0
0,30,24,2,8204,32,1,2008.0,11.0
3,34,17,11,1421,44,5,2014.0,5.0
0,34,17,1,9138,44,5,2021.0,6.0
0,45,17,1,5017,25,8,2013.0,10.0
0,34,17,11,315,16,43,2014.0,2.0
0,45,17,11,6801,44,8,2014.0,1.0
0,34,14,11,5759,44,5,2022.0,6.0
0,45,17,11,11063,36,33,2023.0,6.0
3,34,17,11,2458,44,5,2014.0,1.0
0,34,17,11,511,44,5,2008.0,7.0
0,45,17,11,8634,16,8,2016.0,9.0
0,70,17,13,8788,44,43,2014.0,3.0
0,34,17,11,2318,44,5,2024.0,6.0
0,34,14,11,9282,57,43,2018.0,4.0
0,34,17,11,3694,16,33,2023.0,3.0
0,66,17,11,558,44,5,2019.0,7.0
0,34,17,11,2484,16,33,2023.0,3.0
0,34,17,11,4045,16,33,2022.0,12.0
0,38,17,11,8528,16,8,2023.0,10.0
0,7,17,0,7633,32,43,2013.0,5.0
2,66,17,11,4761,16,33,2019.0,2.0
0,7,17,12,11012,32,43,2010.0,5.0
0,30,24,1,8728,32,1,2012.0,9.0
0,7,17,11,6955,44,8,2014.0,3.0
3,35,17,11,5542,57,33,2014.0,3.0
0,37,17,2,6779,57,33,2025.0,6.0
0,34,17,11,5880,44,5,2012.0,11.0
0,30,24,3,7388,32,1,2012.0,9.0
0,34,17,11,169,44,5,2015.0,5.0
0,12,17,11,5596,44,8,2020.0,5.0
0,45,17,11,8594,16,8,2016.0,5.0
0,23,17,11,1001,36,8,2021.0,8.0
0,34,17,11,3928,16,33,2019.0,7.0
0,34,17,11,7091,57,43,2015.0,6.0
0,66,17,11,3406,44,8,2020.0,11.0
0,34,17,11,2947,44,5,2021.0,6.0
0,34,14,11,4787,16,33,2021.0,11.0
3,34,17,11,2798,44,5,2014.0,4.0
0,23,17,1,4155,16,8,2019.0,9.0
0,63,17,1,3958,36,8,2026.0,7.0
0,66,17,2,9063,44,8,2009.0,11.0
0,34,17,11,7333,44,33,2022.0,2.0
0,34,95,11,2195,44,5,2022.0,12.0
0,34,1,1,7795,16,43,2009.0,7.0
0,16,17,11,6478,25,33,2019.0,8.0
0,34,1,11,7044,16,33,2011.0,6.0
0,58,17,11,11229,16,28,2016.0,5.0
0,66,17,11,4396,44,33,2024.0,11.0
0,66,17,11,3598,44,33,2012.0,8.0
0,34,17,11,2671,16,33,2023.0,6.0
0,34,95,11,6998,16,33,2019.0,1.0
0,70,17,11,8752,36,33,2021.0,1.0
0,66,17,11,1048,16,0,2019.0,1.0
0,34,17,11,4885,16,33,2011.0,4.0
0,13,45,2,9256,32,43,2019.0,12.0
0,66,17,3,4393,44,33,2015.0,11.0
0,61,17,0,5586,44,33,2025.0,7.0
0,34,17,11,2041,44,5,2011.0,7.0
0,34,17,11,9801,16,43,2007.0,6.0
0,34,14,11,5739,16,5,2020.0,1.0
0,34,17,11,1125,16,19,2010.0,7.0
0,30,17,2,10983,32,1,2005.0,4.0
0,66,17,11,4004,16,33,2019.0,8.0
0,34,17,1,482,44,5,2017.0,3.0
2,66,17,11,3207,57,8,2013.0,10.0
0,66,17,1,390,16,8,2008.0,7.0
0,34,17,11,10508,44,5,2012.0,1.0
0,58,24,11,1639,44,43,2011.0,5.0
0,34,95,11,1993,44,5,2011.0,9.0
0,34,17,0,4859,44,5,2011.0,11.0
1,23,17,0,4478,44,8,2019.0,4.0
3,34,17,11,5675,44,5,2022.0,8.0
0,66,17,1,7252,16,8,2009.0,8.0
0,34,17,11,2478,16,33,2023.0,3.0
0,7,88,1,9734,32,8,2011.0,9.0
0,34,17,11,11279,16,33,2021.0,11.0
0,66,17,11,3523,44,33,2023.0,12.0
0,34,17,11,502,44,5,2020.0,1.0
0,7,17,0,6904,44,8,2019.0,4.0
0,34,17,11,2101,44,5,2011.0,3.0
0,34,95,13,1434,44,5,2016.0,6.0
0,66,17,11,3570,16,33,2022.0,7.0
0,7,1,0,8301,32,43,2013.0,10.0
0,34,17,11,2413,44,5,2014.0,2.0
3,66,17,11,3384,16,33,2022.0,8.0
0,34,17,11,8216,16,33,2012.0,1.0
0,34,17,11,8191,44,5,2014.0,6.0
0,30,24,3,7248,32,1,2008.0,2.0
0,34,17,11,737,44,5,2014.0,9.0
0,34,17,11,2339,44,5,2012.0,10.0
0,61,17,7,4776,16,33,2025.0,7.0
0,34,17,1,2234,44,5,2010.0,10.0
0,7,24,2,8137,32,43,2011.0,10.0
0,34,17,11,2167,44,5,2013.0,12.0
0,34,17,2,6667,44,5,2007.0,7.0
0,58,17,11,3824,44,8,2014.0,8.0
0,66,17,11,4357,44,33,2010.0,8.0
0,34,17,11,6028,44,5,2017.0,1.0
0,66,17,1,381,16,8,2007.0,12.0
2,34,17,11,1367,44,5,2014.0,2.0
3,70,17,11,8076,16,33,2020.0,1.0
0,34,17,11,1858,16,33,2024.0,4.0
0,34,17,11,10536,16,5,2013.0,6.0
0,66,17,11,3463,44,33,2011.0,10.0
0,34,17,11,8146,16,33,2008.0,7.0
0,30,88,2,11309,16,1,2021.0,7.0
0,63,17,11,3907,16,8,2011.0,5.0
0,66,17,11,6143,16,5,2011.0,4.0
0,66,17,11,6224,57,33,2014.0,11.0
0,66,17,1,10734,16,8,2014.0,6.0
0,34,17,11,10526,44,5,2012.0,2.0
0,34,17,11,2351,44,5,2013.0,5.0
0,30,17,3,10384,32,1,2009.0,4.0
0,34,17,11,478,44,5,2017.0,4.0
0,34,17,0,3978,44,5,2021.0,3.0
0,30,24,12,9245,32,1,2008.0,9.0
0,34,17,11,1948,16,33,2022.0,7.0
0,66,17,11,5018,16,33,2023.0,6.0
0,34,17,11,9824,16,43,2007.0,7.0
3,66,17,11,855,16,0,2020.0,9.0
0,30,17,1,7435,32,1,2014.0,5.0
0,66,17,11,6621,44,5,2015.0,11.0
0,34,17,11,7128,16,33,2015.0,6.0
0,34,95,11,478,44,5,2017.0,3.0
0,22,17,11,6099,16,33,2023.0,8.0
0,34,17,11,8267,16,33,2009.0,5.0
0,34,17,11,3667,44,33,2011.0,12.0
2,34,14,11,8838,16,33,2024.0,2.0
0,34,17,1,4077,44,5,2022.0,3.0
0,34,17,1,9938,44,5,2008.0,3.0
0,23,17,1,4544,16,8,2026.0,1.0
0,30,17,1,10857,32,1,2013.0,2.0
0,34,17,11,9099,16,33,2009.0,6.0
3,66,17,11,4318,16,33,2024.0,12.0
0,66,17,11,9746,16,33,2022.0,11.0
3,34,17,11,2083,44,43,2014.0,4.0
0,66,17,11,4722,16,33,2023.0,3.0
0,34,14,11,8994,16,33,2018.0,3.0
0,34,17,11,1333,16,33,2010.0,9.0
0,34,17,11,8866,16,33,2012.0,9.0
0,30,24,12,7246,32,1,2008.0,11.0
0,7,17,11,6109,44,8,2016.0,5.0
0,45,17,11,3877,16,8,2015.0,8.0
0,30,17,1,6887,34,1,2009.0,9.0
0,66,17,0,3837,16,33,2008.0,12.0
0,66,17,11,803,16,5,2010.0,8.0
0,34,17,11,4055,16,33,2023.0,12.0
0,45,17,0,643,16,8,2022.0,11.0
0,34,17,11,5479,16,5,2013.0,4.0
0,30,24,3,7383,32,1,2012.0,2.0
